time,Anchorage,Barrow,Dillingham,Fairbanks,Juneau,Nome,Seward
1979-01-02,0.0010000000474974513,2.1050000190734863,0.0,0.8650000095367432,0.0,0.06599999964237213,0.0
1979-01-03,0.0,1.2139999866485596,0.006000000052154064,0.0,1.74399995803833,0.0020000040531158447,0.0
1979-01-04,0.0,4.855499744415283,0.0,0.0029999995604157448,0.7260000109672546,0.05000000074505806,0.0
1979-01-05,0.009999999776482582,1.5500001907348633,0.0,0.0,0.9499999284744263,0.0,0.25999999046325684
1979-01-06,0.002199999988079071,0.2498999983072281,0.0,0.6940999627113342,0.0,0.0,0.013199996203184128
1979-01-07,0.0009999999310821295,0.16899998486042023,0.0,0.0,0.0,0.0,0.0
1979-01-08,0.00699999975040555,0.0014999955892562866,0.2944999635219574,0.43700000643730164,0.7419999837875366,0.15000000596046448,0.0
1979-01-09,0.0,0.0,0.15200001001358032,0.004999995231628418,2.3000001907348633,0.15199998021125793,0.0
1979-01-10,0.0,0.0,0.010499993339180946,0.0,4.025500297546387,0.015500000678002834,0.0
1979-01-11,0.009999999776482582,0.05999999865889549,0.0,0.9200000166893005,0.0020003318786621094,0.03199999779462814,0.0
1979-01-12,0.004999999888241291,4.144999980926514,0.0010000000474974513,0.2630000114440918,0.0,0.0,0.0
1979-01-13,1.8359999656677246,1.7410001754760742,0.0010000000474974513,0.27400001883506775,0.0280000027269125,0.0,0.34599998593330383
1979-01-14,0.04699995741248131,5.130999565124512,0.0,2.859499931335449,0.75,0.019500000402331352,0.09399998188018799
1979-01-15,2.364000082015991,0.5679998397827148,0.009999999776482582,2.880000114440918,8.347999572753906,0.1379999965429306,0.6199999451637268
1979-01-16,7.064499855041504,5.6489996910095215,0.7440000176429749,7.808000087738037,3.7920000553131104,0.03700000047683716,0.8030000925064087
1979-01-17,1.9279999732971191,3.24399995803833,2.390000104904175,1.1399998664855957,9.374000549316406,0.25599998235702515,0.7439999580383301
1979-01-18,0.20599980652332306,0.7585000991821289,0.3049999475479126,0.0009999275207519531,3.377500534057617,0.44850000739097595,1.7109999656677246
